season,week,home_team,away_team,home_score,away_score,home_win,point_diff
2022,1,LA,BUF,10,31,0,-21
2022,1,ATL,NO,26,27,0,-1
2022,1,CAR,CLE,24,26,0,-2
2022,1,CHI,SF,19,10,1,9
2022,1,CIN,PIT,20,23,0,-3
2022,1,DET,PHI,35,38,0,-3
2022,1,HOU,IND,20,20,0,0
2022,1,MIA,NE,20,7,1,13
2022,1,NYJ,BAL,9,24,0,-15
2022,1,WAS,JAX,28,22,1,6
2022,1,ARI,KC,21,44,0,-23
2022,1,LAC,LV,24,19,1,5
2022,1,MIN,GB,23,7,1,16
2022,1,TEN,NYG,20,21,0,-1
2022,1,DAL,TB,3,19,0,-16
2022,1,SEA,DEN,17,16,1,1
2022,2,KC,LAC,27,24,1,3
2022,2,BAL,MIA,38,42,0,-4
2022,2,CLE,NYJ,30,31,0,-1
2022,2,DET,WAS,36,27,1,9
2022,2,JAX,IND,24,0,1,24
2022,2,NO,TB,10,20,0,-10
2022,2,NYG,CAR,19,16,1,3
2022,2,PIT,NE,14,17,0,-3
2022,2,LA,ATL,31,27,1,4
2022,2,SF,SEA,27,7,1,20
2022,2,DAL,CIN,20,17,1,3
2022,2,DEN,HOU,16,9,1,7
2022,2,LV,ARI,23,29,0,-6
2022,2,GB,CHI,27,10,1,17
2022,2,BUF,TEN,41,7,1,34
2022,2,PHI,MIN,24,7,1,17
2022,3,CLE,PIT,29,17,1,12
2022,3,CAR,NO,22,14,1,8
2022,3,CHI,HOU,23,20,1,3
2022,3,IND,KC,20,17,1,3
2022,3,MIA,BUF,21,19,1,2
2022,3,MIN,DET,28,24,1,4
2022,3,NE,BAL,26,37,0,-11
2022,3,NYJ,CIN,12,27,0,-15
2022,3,TEN,LV,24,22,1,2
2022,3,WAS,PHI,8,24,0,-16
2022,3,LAC,JAX,10,38,0,-28
2022,3,ARI,LA,12,20,0,-8
2022,3,SEA,ATL,23,27,0,-4
2022,3,TB,GB,12,14,0,-2
2022,3,DEN,SF,11,10,1,1
2022,3,NYG,DAL,16,23,0,-7
2022,4,CIN,MIA,27,15,1,12
2022,4,NO,MIN,25,28,0,-3
2022,4,ATL,CLE,23,20,1,3
2022,4,BAL,BUF,20,23,0,-3
2022,4,DAL,WAS,25,10,1,15
2022,4,DET,SEA,45,48,0,-3
2022,4,HOU,LAC,24,34,0,-10
2022,4,IND,TEN,17,24,0,-7
2022,4,NYG,CHI,20,12,1,8
2022,4,PHI,JAX,29,21,1,8
2022,4,PIT,NYJ,20,24,0,-4
2022,4,CAR,ARI,16,26,0,-10
2022,4,GB,NE,27,24,1,3
2022,4,LV,DEN,32,23,1,9
2022,4,TB,KC,31,41,0,-10
2022,4,SF,LA,24,9,1,15
2022,5,DEN,IND,9,12,0,-3
2022,5,GB,NYG,22,27,0,-5
2022,5,BUF,PIT,38,3,1,35
2022,5,CLE,LAC,28,30,0,-2
2022,5,JAX,HOU,6,13,0,-7
2022,5,MIN,CHI,29,22,1,7
2022,5,NE,DET,29,0,1,29
2022,5,NO,SEA,39,32,1,7
2022,5,NYJ,MIA,40,17,1,23
2022,5,TB,ATL,21,15,1,6
2022,5,WAS,TEN,17,21,0,-4
2022,5,CAR,SF,15,37,0,-22
2022,5,ARI,PHI,17,20,0,-3
2022,5,LA,DAL,10,22,0,-12
2022,5,BAL,CIN,19,17,1,2
2022,5,KC,LV,30,29,1,1
2022,6,CHI,WAS,7,12,0,-5
2022,6,ATL,SF,28,14,1,14
2022,6,CLE,NE,15,38,0,-23
2022,6,GB,NYJ,10,27,0,-17
2022,6,IND,JAX,34,27,1,7
2022,6,MIA,MIN,16,24,0,-8
2022,6,NO,CIN,26,30,0,-4
2022,6,NYG,BAL,24,20,1,4
2022,6,PIT,TB,20,18,1,2
2022,6,LA,CAR,24,10,1,14
2022,6,SEA,ARI,19,9,1,10
2022,6,KC,BUF,20,24,0,-4
2022,6,PHI,DAL,26,17,1,9
2022,6,LAC,DEN,19,16,1,3
2022,7,ARI,NO,42,34,1,8
2022,7,BAL,CLE,23,20,1,3
2022,7,CAR,TB,21,3,1,18
2022,7,CIN,ATL,35,17,1,18
2022,7,DAL,DET,24,6,1,18
2022,7,JAX,NYG,17,23,0,-6
2022,7,TEN,IND,19,10,1,9
2022,7,WAS,GB,23,21,1,2
2022,7,DEN,NYJ,9,16,0,-7
2022,7,LV,HOU,38,20,1,18
2022,7,LAC,SEA,23,37,0,-14
2022,7,SF,KC,23,44,0,-21
2022,7,MIA,PIT,16,10,1,6
2022,7,NE,CHI,14,33,0,-19
2022,8,TB,BAL,22,27,0,-5
2022,8,JAX,DEN,17,21,0,-4
2022,8,ATL,CAR,37,34,1,3
2022,8,DAL,CHI,49,29,1,20
2022,8,DET,MIA,27,31,0,-4
2022,8,MIN,ARI,34,26,1,8
2022,8,NO,LV,24,0,1,24
2022,8,NYJ,NE,17,22,0,-5
2022,8,PHI,PIT,35,13,1,22
2022,8,HOU,TEN,10,17,0,-7
2022,8,IND,WAS,16,17,0,-1
2022,8,LA,SF,14,31,0,-17
2022,8,SEA,NYG,27,13,1,14
2022,8,BUF,GB,27,17,1,10
2022,8,CLE,CIN,32,13,1,19
2022,9,HOU,PHI,17,29,0,-12
2022,9,ATL,LAC,17,20,0,-3
2022,9,CHI,MIA,32,35,0,-3
2022,9,CIN,CAR,42,21,1,21
2022,9,DET,GB,15,9,1,6
2022,9,JAX,LV,27,20,1,7
2022,9,NE,IND,26,3,1,23
2022,9,NYJ,BUF,20,17,1,3
2022,9,WAS,MIN,17,20,0,-3
2022,9,ARI,SEA,21,31,0,-10
2022,9,TB,LA,16,13,1,3
2022,9,KC,TEN,20,17,1,3
2022,9,NO,BAL,13,27,0,-14
2022,10,CAR,ATL,25,15,1,10
2022,10,TB,SEA,21,16,1,5
2022,10,BUF,MIN,30,33,0,-3
2022,10,CHI,DET,30,31,0,-1
2022,10,KC,JAX,27,17,1,10
2022,10,MIA,CLE,39,17,1,22
2022,10,NYG,HOU,24,16,1,8
2022,10,PIT,NO,20,10,1,10
2022,10,TEN,DEN,17,10,1,7
2022,10,LV,IND,20,25,0,-5
2022,10,GB,DAL,31,28,1,3
2022,10,LA,ARI,17,27,0,-10
2022,10,SF,LAC,22,16,1,6
2022,10,PHI,WAS,21,32,0,-11
2022,11,GB,TEN,17,27,0,-10
2022,11,ATL,CHI,27,24,1,3
2022,11,BAL,CAR,13,3,1,10
2022,11,BUF,CLE,31,23,1,8
2022,11,HOU,WAS,10,23,0,-13
2022,11,IND,PHI,16,17,0,-1
2022,11,NE,NYJ,10,3,1,7
2022,11,NO,LA,27,20,1,7
2022,11,NYG,DET,18,31,0,-13
2022,11,DEN,LV,16,22,0,-6
2022,11,MIN,DAL,3,40,0,-37
2022,11,PIT,CIN,30,37,0,-7
2022,11,LAC,KC,27,30,0,-3
2022,11,ARI,SF,10,38,0,-28
2022,12,DET,BUF,25,28,0,-3
2022,12,DAL,NYG,28,20,1,8
2022,12,MIN,NE,33,26,1,7
2022,12,CAR,DEN,23,10,1,13
2022,12,CLE,TB,23,17,1,6
2022,12,JAX,BAL,28,27,1,1
2022,12,MIA,HOU,30,15,1,15
2022,12,NYJ,CHI,31,10,1,21
2022,12,TEN,CIN,16,20,0,-4
2022,12,WAS,ATL,19,13,1,6
2022,12,ARI,LAC,24,25,0,-1
2022,12,SEA,LV,34,40,0,-6
2022,12,KC,LA,26,10,1,16
2022,12,SF,NO,13,0,1,13
2022,12,PHI,GB,40,33,1,7
